Latitude,Longitude
59.93318000000005,30.306040000000053
41.38561000000004,2.1687200000000644
44.43243000000007,33.97748000000007
54.37175154100004,35.44601351000006
54.77890000000008,32.05138000000005
59.93318000000005,30.306040000000053
54.37175154100004,35.44601351000006
59.22237000000007,39.88409000000007
55.98437000000007,37.07224000000008
55.86190000000005,37.384520000000066
48.56724000000003,39.29084000000006
43.405800000000056,39.95602000000008
54.37175154100004,35.44601351000006
56.42562000000004,40.44661000000008
58.38739000000004,24.37017000000003
56.87282000000005,37.355350000000044
56.01147000000003,37.47508000000005
49.38542000000007,40.15379000000007
55.45978000000008,38.443580000000054
51.503659988314624,-0.11925004443394603
-37.798819948352616,144.8989500438572
37.516500000000065,-120.87521999999996
59.700500000000034,56.68930000000006
53.79080000000005,42.352820000000065
59.927730000000054,30.291760000000068
55.88667799800004,36.41268500000007
56.35081000000008,37.52050000000003
42.14918000000006,24.739880000000028
42.180486590000044,43.50710889800007
47.22682000000003,39.716800000000035
55.81800000000004,37.60427000000004
54.57090000000005,37.149080000000026
27.56158000000005,77.68254000000007
56.03621000000004,35.95744000000008
55.70272966720539,37.791805310173594
55.75696000000005,37.61501000000004
43.11566000000005,131.8859000000001
32.85677123257001,-117.19021826161392
54.19408000000004,37.61874000000006
54.77890000000008,32.05138000000005
16.784140000000036,121.53460000000007
55.75696000000005,37.61501000000004
42.14918000000006,24.739880000000028
48.70783000000006,44.50786000000005
59.95408000000003,30.298560000000066
40.63465007660573,22.93878997056967
59.93318000000005,30.306040000000053
35.33195000000006,25.26670000000007
22.550000000000068,-81.18332999999996
59.938150000000064,30.312550000000044
54.57090000000005,37.149080000000026
43.11566000000005,131.8859000000001
46.156240000000025,21.593710000000044
64.52474996609764,40.59944001081824
51.66782000000006,39.20695000000006
51.503659988314624,-0.11925004443394603
59.927730000000054,30.291760000000068
42.14918000000006,24.739880000000028
59.36814000000004,33.78125000000006
54.10836000000006,102.18103000000008
55.66204000000005,38.01162000000005
34.91610000000003,33.619740000000036
56.081630000000075,37.564410000000066
56.321510000000046,44.03276000000005
54.57090000000005,37.149080000000026
59.95408000000003,30.298560000000066
56.26989000000003,49.78845000000007
46.34927000000005,48.033840000000055
50.69010000000003,33.50729000000007
59.79714000000007,30.28072000000003
56.99560000000008,40.97902000000005
51.77234000000004,19.474900000000048
59.93318000000005,30.306040000000053
48.24678000000006,24.238710000000026
50.39918000000006,30.379730000000052
54.470920000000035,36.04910000000007
55.730270000000075,36.92100000000005
48.70783000000006,44.50786000000005
54.19408000000004,37.61874000000006
55.66204000000005,38.01162000000005
42.14918000000006,24.739880000000028
59.93599000000006,30.340860000000077
59.79714000000007,30.28072000000003
-33.43721999999997,-70.65001999999998
55.61388000000005,38.31110000000007
55.60438000000005,37.73660000000007
13.443563908000044,144.77762780500007
50.69010000000003,33.50729000000007
43.384340000000066,77.12800000000004
55.75696000000005,37.61501000000004
